项目名称,项目编号,开标时间,工程分类,是否联合体投标,资格审查方式,预算,备注,企业资质,人员资质,招标公告网址
杭钢河（拱康路-康贤路）滨水空间提升改造工程（一期）设计-采购-施工（EPC）工程总承包,A3301010060400126001281,,园林绿化,是,资格后审,2265.8862,投标单位须完成市场主体注册入库。,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=f4641c35-348e-4d27-b76a-6a8edcf309e5&IsInner=0&IsHistory=&ModuleID=22
九州路（九昌路-杭海路）道路工程,A3301020070506969001221,2023/6/21 9:30,市政公用,否,资格后审,1307.9932,1、投标单位须完成市场主体注册入库；2、金融服务平台电子保函办理：https://www.cyc-fund.com.cn/?areaCode=330102,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=0b8f9172-1d28-4d1f-8bfc-d2f31a8f42bb&IsInner=0&IsHistory=&ModuleID=22
於潜镇迎宾大道改扩建工程工程总承包（EPC）,A3301850210507016001221,2023/7/3 9:00,市政公用,是,资格后审,2669.2742,,同时具备 施工总承包企业市政公用工程(新) 二级、设计综合类 甲级 或者同时具备 施工总承包企业市政公用工程(新) 二级、设计专业类 市政行业（燃气工程、轨道交通工程除外） 甲级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=39040166-e9bb-4e4e-8073-a8495a4d7f57&IsInner=0&IsHistory=&ModuleID=22
西坝路提升改造工程,A3301100140506991001221,2023/6/25 9:30,市政公用,否,资格后审,2513.0116,,具备施工总承包企业市政公用工程(新)二级,具备市政公用工程二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=03046a7c-f3fc-4f2a-bef0-e1c4e6b276f1&IsInner=0&IsHistory=&ModuleID=22
小林高科产业园及基础设施配套项目幕墙工程,A3301131280506126001211,2023/6/23 9:30,房屋建筑,否,资格后审,20861.251,,具备 专业承包企业建筑幕墙工程(新) 一级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=05da5108-505f-4dd9-8b14-e27a18ff38fa&IsInner=0&IsHistory=&ModuleID=22
星桥十幼,A3301131280506999001211,2023/6/25 9:30,房屋建筑,否,资格后审,5453.5687,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=90652491-3b93-44a9-a931-75328b61118a&IsInner=0&IsHistory=&ModuleID=22
杭政工出【2022】28号东辰生物医药新制造业项目监理,A3301060110506978001211,2023/6/21 9:00,房屋建筑,否,资格后审,813.9664,,具备 综合 或者具备 房屋建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=dfabf6fd-54ae-4b03-92df-25b8b72f1d63&IsInner=0&IsHistory=&ModuleID=22
留下单元xh1302-04地块东侧支路（百家园路-浙创路）（暂定名）,A3301060110506794001221,2023/6/30 9:00,市政公用,否,资格后审,1187.3088,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=9ec31248-0fde-45f3-b283-b3c52405fa3d&IsInner=0&IsHistory=&ModuleID=22
杭州市特别生态功能区千岛湖供排水设施建设项目---污水处理设施建设工程（监理),A3301270160506946001221,2023/6/21 8:45,市政公用,否,资格后审,435.37,,具备 综合 甲级 或者具备 市政公用工程 乙级,具备 市政公用工程,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=d388dbd8-307c-4d99-9894-e1e40842d5c0&IsInner=0&IsHistory=&ModuleID=22
2023 年中泰街道“四好农村路”建设项目,A3301100140280046001231,2023/6/21 9:30,公路(交通),否,资格后审,1136,,具备 施工总承包企业公路工程(新) 三级,具备 公路工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=8d635587-4968-4438-8345-60e8dad54dc3&IsInner=0&IsHistory=&ModuleID=22
2023年桐庐县分水镇整乡镇农地提标改造项目,A3301220150180052001291,2023/6/21 9:30,农业,否,资格后审,1849.0135,,具备 施工总承包企业水利水电工程(新) 三级 或者具备 施工总承包企业市政公用工程(新) 三级,具备 水利水电工程 二级 或者具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=35ea3044-ad2d-413c-a989-13095c71b68c&IsInner=0&IsHistory=&ModuleID=22
河山路（四号浦西侧绿化带-良浮路）道路工程,A3301060110506970001221,2023/6/21 9:00,市政公用,否,资格后审,726.4858,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=95bb0d7f-e7b7-4456-9a7b-2cfc87e5be0e&IsInner=0&IsHistory=&ModuleID=22
禹上稻乡生产加工中心项目,A3301100140507014001211,2023/6/21 9:30,房屋建筑,否,资格后审,1236.603,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=10264212-84bf-4acc-8c17-37b8f560e67f&IsInner=0&IsHistory=&ModuleID=22
余杭区消防指挥中心及特勤消防站项目,A3301100140506973001211,2023/6/20 9:30,房屋建筑,否,资格后审,3746.6391,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=1405059c-b4bf-4d52-bfb7-80012164470e&IsInner=0&IsHistory=&ModuleID=22
GS1303-15/16地块绿地,A3301010060400124001281,,园林绿化,否,资格后审,648.667,投标单位须完成市场主体注册入库。,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=0be6f4fe-00d7-4b34-9283-3a5600e80a35&IsInner=0&IsHistory=&ModuleID=22
2023年西湖区文一（西）路、教工路绿地提升改造工程,A3301010060400127001281,,园林绿化,否,资格后审,462.4241,投标单位须完成市场主体注册入库。,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=898be23e-89a7-42d1-875c-40632278973e&IsInner=0&IsHistory=&ModuleID=22
留下入城口等绿地养护项目,A3301010060400121001281,,园林绿化,否,资格后审,812.3458,投标单位须完成市场主体注册入库。,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=1c40d41e-f033-418c-9749-12f6f2e28450&IsInner=0&IsHistory=&ModuleID=22
安隐寺（安平泉）遗址公园建设工程设计采购施工（EPC）总承包,A3301131280507019001291,2023/6/30 9:30,其他,是,资格后审,4407.1,,同时具备 设计综合类 甲级、施工总承包企业建筑工程(新) 三级 或者同时具备 设计专项类 风景园林工程设计 甲级、施工总承包企业市政公用工程(新) 二级、设计专业类 建筑行业 乙级、施工总承包企业建筑工程(新) 三级、设计专业类 市政公用行业 乙级 或者同时具备 设计专业类  市政公用行业 乙级、施工总承包企业市政公用工程(新) 二级、施工总承包企业建筑工程(新) 三级、设计专业类 建筑行业 建筑工程 乙级、设计专项类 风景园林工程设计  甲级 或者同时具备 设计专项类 风景园林工程设计 甲级、设计专业类 建筑行业 乙级、设计专业类 市政行业（燃气工程、轨道交通工程除外） 乙级、施工总承包企业市政公用工程(新) 二级、施工总承包企业建筑工程(新) 三级 或者同时具备 设计专项类 风景园林工程设计 甲级、设计专业类 市政行业（燃气工程、轨道交通工程除外） 乙级、施工总承包企业市政公用工程(新) 二级、设计专业类 建筑行业 建筑工程 乙级、施工总承包企业建筑工程(新) 三级 或者同时具备 设计专项类 风景园林工程设计 甲级、设计专业类  建筑行业 乙级、设计专业类 市政公用行业 道路工程设计 乙级、施工总承包企业建筑工程(新) 三级、施工总承包企业市政公用工程(新) 二级 或者同时具备 设计专业类 市政公用行业 道路工程设计 乙级、设计专业类 建筑行业 建筑工程 乙级、施工总承包企业市政公用工程(新) 二级、施工总承包企业建筑工程(新) 三级、设计专项类 风景园林工程设计 甲级,具备 市政公用工程 二级 或者具备 建筑工程  二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=5d254ecb-6504-4953-b1c9-69ef247fa634&IsInner=0&IsHistory=&ModuleID=22
新登新区路网提升工程--新登新区4号路北侧地块配套道路工程,A3301110200507009001221,2023/6/20 9:00,市政公用,否,资格后审,2203.3473,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=80991960-25a0-4551-ae53-5ba44c50a20f&IsInner=0&IsHistory=&ModuleID=22
桐庐城乡供水一体化管网提升改造工程（一期）农饮水部分管网改造项目（百江镇联盟村）,A3301220150980029001251,2023/6/21 9:00,水利水电,否,资格后审,412.0985,,具备 施工总承包企业水利水电工程(新) 三级,具备 水利水电工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=7be82221-75ad-43a0-9650-464c2e0bb1ab&IsInner=0&IsHistory=&ModuleID=22
渔山乡大葛村皇天畈安置留用地项目二期室外配套工程,A3301110200506987001221,2023/6/20 9:00,市政公用,否,资格后审,1148.6692,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=fcc21c41-c108-4358-b20c-777c7d9efffe&IsInner=0&IsHistory=&ModuleID=22
2022年良渚街道重点河道清淤疏浚项目（二期）标段四,A3301100140980029001251,2023/6/20 9:30,水利水电,否,资格后审,1206,,具备施工总承包企业水利水电工程(新)三级,具备水利水电工程二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=13055b62-32dd-4bff-b624-064a8d05f0c3&IsInner=0&IsHistory=&ModuleID=22
空港新城城市示范村（红山区块）一期全过程咨询项目,A3301090130506199001211,2023/6/20 9:30,房屋建筑,是,资格后审,2962.3055,投标单位需完成市场主体注册入库。,具备 设计综合类 甲级 或者具备 设计专业类 建筑行业 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=0293c4fa-ec04-4e39-b9fd-44026c64d1ef&IsInner=0&IsHistory=&ModuleID=22
宁围街道二桥村安置房（宁北片区）地块一、地块三EPC工程总承包,A3301090130506752001211,2023/6/29 9:30,房屋建筑,是,资格后审,68317.4253,投标单位需完成市场主体注册入库。,同时具备 设计综合类 甲级、施工总承包企业建筑工程(新) 一级 或者同时具备 设计专业类 建筑行业 甲级、施工总承包企业建筑工程(新) 一级 或者同时具备 施工总承包企业建筑工程(新) 一级、设计专业类 建筑行业 建筑工程 甲级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=ec471481-45a3-45ca-abae-e75a6a742f5c&IsInner=0&IsHistory=&ModuleID=22
宁围街道二桥村安置房（宁北片区）地块二EPC 工程总承包项目,A3301090130506649001211,2023/6/30 9:30,房屋建筑,是,资格后审,63016.993,投标单位需完成市场主体注册入库。,同时具备 设计综合类 甲级、施工总承包企业建筑工程(新) 一级 或者同时具备 施工总承包企业建筑工程(新) 一级、设计专业类 建筑行业 甲级 或者同时具备 设计专业类 建筑行业 建筑工程 甲级、施工总承包企业建筑工程(新) 一级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=b070ac29-3045-4efa-ba2e-b7d649d49a52&IsInner=0&IsHistory=&ModuleID=22
康桥路等绿地养护项目,A3301010060400123001281,2023/6/19 9:30,园林绿化,否,资格后审,765.0779,投标单位须完成市场主体注册入库。,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=1e661580-f5aa-4426-b424-72ffee1c8d24&IsInner=0&IsHistory=&ModuleID=22
建德C40+潜水俱乐部土方开挖及场地南侧边坡支护工程,A3301820190507010001221,2023/6/20 8:45,市政公用,否,资格后审,713.7985,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=90e9e80a-a132-499d-b2d9-78a679005ca6&IsInner=0&IsHistory=&ModuleID=22
白杨街道大北社区辖区内背街小巷改造工程项目,A3301300180506963001221,2023/6/19 9:30,市政公用,否,资格后审,2011.0723,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=83aa8c3c-09b1-4b9a-b74a-2cdb41e42af2&IsInner=0&IsHistory=&ModuleID=22
2023 年东湖街道“四好农村路” 建设项目,A3301131280280025001231,2023/6/25 9:30,公路(交通),否,资格后审,1520,,具备 施工总承包企业公路工程(新) 三级,具备 公路工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=2bce6e1b-5960-47fc-8ee5-c08af09ce716&IsInner=0&IsHistory=&ModuleID=22
桐庐县富春江镇高端装备制造产业园建设工程设计,A3301220150506975001211,2023/6/19 9:30,房屋建筑,否,资格后审,85,本项目单体建筑面积超20000平方米以上，属于大型，所以采用甲级资质。 &lt;br&gt;,具备 设计综合类 甲级 或者具备 设计专业类 建筑行业 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=2771414e-5343-4786-84ee-13f497585afd&IsInner=0&IsHistory=&ModuleID=22
白杨街道白洋桥美食休闲园街区(青潮园特色街区)提升改造项目-绕城高速东线安装声屏障工程（重新招标）,A3301300180280008001232,2023/6/19 9:30,公路(交通),否,资格后审,301.9014,,具备 专业承包企业公路交通安全设施 一级,具备 交通工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=9f7a3ed6-e51d-4a69-a0e8-fc3e59c78feb&IsInner=0&IsHistory=&ModuleID=22
航头镇大店口人才楼建设工程,A3301820190506994001211,2023/6/25 8:45,房屋建筑,否,资格后审,3115.8533,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=540331b0-d72f-4b40-9daa-fd88b414c44d&IsInner=0&IsHistory=&ModuleID=22
钟山乡田园综合体提升改造项目,A3301220150507015001221,2023/6/20 9:00,市政公用,否,资格后审,550.6794,项目概况及招标范围：本工程为钟山乡田园综合体提升改造项目，项目总投资估算600万元，其中本次建安工程造价550.6794万元，招标范围：由柴家畈、城下千亩方、大市、金家岭、蓝莓园的道路浇筑、陇西引水管埋设等组成。具体详见工程量清单及图纸等招标资料。 &lt;br&gt;,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=cd6f5271-513f-4fce-a867-73e31348297a&IsInner=0&IsHistory=&ModuleID=22
桐庐县东兴村城中村改造安置房E区块-幕墙工程,A3301220150506952001291,2023/6/19 9:00,其他,否,资格后审,469.8167,本项目单体建筑工程幕墙面积在8000平方米以下，建筑幕墙工程专业承包（新）二级可承担。本项目单体建筑幕墙高度＜60米，且面积＜6000平方米，建筑工程二级建造师可承担。,具备 专业承包企业建筑幕墙工程(新) 二级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=d18a29b3-a91c-4d71-a61b-822fa422cd0f&IsInner=0&IsHistory=&ModuleID=22
杭州担保集团大厦基础设施改造及办公用房装修改造工程,A3301010060506904001211,,房屋建筑,否,资格后审,859.8652,投标单位须完成市场主体注册入库。,具备 专业承包企业建筑装修装饰工程(新) 二级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=a50d7624-fe44-4820-9a07-c20c199d0811&IsInner=0&IsHistory=&ModuleID=22
杭政储出【2023】42号地块商品住宅（设配套公建）设计-采购-施工（EPC）总承包,A3301050100506988001211,2023/6/29 9:30,房屋建筑,是,资格后审,28420.6783,,同时具备 设计综合类 甲级、施工总承包企业建筑工程(新) 二级 或者同时具备 施工总承包企业建筑工程(新) 二级、设计专业类 建筑行业 建筑工程 甲级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=9061df2b-375d-4fda-8d7f-5d1f0fe45559&IsInner=0&IsHistory=&ModuleID=22
洋溪北塘安置房一期建设工程设计-采购-施工（EPC）总承包,A3301820190507012001211,2023/6/29 8:45,房屋建筑,是,资格后审,8890.6694,拟派项目负责人具有二级及以上注册建造师（建筑工程）或一级注册建筑师或一级注册结构工程师资格；,同时具备 施工总承包企业建筑工程(新) 二级、设计综合类 甲级 或者同时具备 施工总承包企业建筑工程(新) 二级、设计专业类 建筑行业 建筑工程 乙级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=ac0cf44e-42c1-49fd-b6cc-b29ee2e1c486&IsInner=0&IsHistory=&ModuleID=22
闲林街道水库饮用水源保护区块安置配套道路工程,A3301100140506930001221,2023/6/19 9:30,市政公用,否,资格后审,548.0026,,具备施工总承包企业市政公用工程(新)三级,具备市政公用工程二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=8ba22acc-7032-472f-832b-49b899a55b2b&IsInner=0&IsHistory=&ModuleID=22
